Employee_ID,Full_Name,Email,Phone,Gender,Age,Department,Job_Title,Location,Joining_Date,Years_Experience,Annual_Salary_INR,Performance_Rating,Is_Active
1792,Vikram Reddy,vikram.reddy@yahoo.com,+91-9141962771,MALE,51.0,sales,Sql Developer,bangalore,12-31-2018,25,,,FALSE
1785,,,+91-9895012923,Other,33.0,OPERATIONS,Senior Analyst,Mumbai,16/09/2019,5 yrs,1073662,High Performer,TRUE
1292,Swati Sharma,swati.sharma@yahoo.com,+91-8444516870,,53.0,hr,Manager,chennai,05/06/2023,10,1456887,5,Yes
1427,vikram verma,vikram.verma@company.in,929-5747180,female,33.0,Human Resources,Data Analyst,MUMBAI,2022-07-22,3,480806,excellent,0
1275,Sneha Kumar,,+91-9194596665,female,25.0,Information Technology,HR Executive,Bengaluru,2019-11-12,10,50,average,no
1381,Pooja Verma,pooja.verma@outlook.com,06397503555,Male,,it,HR Executive,chennai,2018-10-06,18,1303833,Excellent,yes
1659,Aakash Singh,aakash.singh@company.in,+91-9310893591,Unknown,32.0,MARKETING,HR Executive,Chennai,2022-12-13,0,1158644,Average,Yes
1408,Neha Mehta,neha.mehta@company.in,+91-6383060868,Female,32.0,sales,SQL Developer,bangalore,03-29-2018,6,454666,Avg,No
1099,Pooja Joshi,pooja.joshi@outlook.com,,MALE,27.0,HR,HR Executive,hyderabad,"June 30, 2022",10,964855,Not Rated,yes
1370,Ravi Pillai,ravi.pillai@outlook.com,+91-9347894979,F,49.0,Marketing,Finance Analyst,Mumbai,02-Feb-2020,15,1243664,average,TRUE
1062,Rahul Kumar,rahul.kumar@yahoo.com,+91-8779565402,,47.0,OPERATIONS,Data Analyst,chennai,15-Apr-2021,25,1384982,EXCELLENT,N
1744,Ananya Singh,ananya.singh@gmail.com,+91-8809184791,m,52.0,Finance,Manager,,29-May-2018,,1456167,Average,FALSE
1129,Priya Mehta,priya.mehta@company.in,+91-7282248157,female,24.0,sales,Manager,bangalore,26/09/2018,4,681604,Good,
1715,Priya Mishra,priya.mishra@yahoo.com,+91-7856965264,FEMALE,45.0,it,Senior Analyst,Pune,2022/06/25,28,570601,2,1
1483,Divya Rao,divya.rao@gmail.com,+91-9958670544,female,42.0,finance,Data Engineer,Delhi,2022/11/14,28,416209,excellent,0
1233,Divya Verma,divya.verma@hotmail.com,+91-8941889126,Unknown,55.0,IT,BI Developer,Pune,22-May-2018,25,1386538,excellent,1
1695,Kiran Kumar,kiran.kumar@yahoo.com,+91-7542083341,FEMALE,22.0,Information Technology,Finance Analyst,chennai,2018/01/12,29,645310,,yes
1509,Vikram Rao,vikram.rao@gmail.com,+91-9573639898,f,37.0,finance,Finance Analyst,Chennai,,26,1787577,good,TRUE
1725,pooja singh,pooja.singh@gmail.com,+91-6858440538,Unknown,44.0,Marketing,HR Executive,Bombay,11-Mar-2018,18,1388207,GOOD,Yes
1746,Neha Kumar,neha.kumar@gmail.com,+91-9802820039,male,28.0,Fin,SENIOR ANALYST,,2021-07-21,10,465381,3,Y
1382,Aakash Patel,aakash.patel@outlook.com,+91-7153110240,FEMALE,41.0,IT,BI Developer,,02-11-2021,0,1631811,good,No
1218,Divya Patel,divya.patel@hotmail.com,+91-7817074316,M,24.0,HR,HR Executive,Hyderabad,28/10/2021,21,875565,2,1
1177,Neha Mehta,,XXXXXXXXXX,Unknown,40.0,Marketing,HR Executive,Chennai,"August 05, 2019",29,935069,3,Yes
1795,AAKASH GUPTA,,+91-6399206328,,55.0,OPERATIONS,BI Developer,hyderabad,2019-08-06,11,495933,EXCELLENT,0
1625,Vikram Pillai,vikram.pillai@hotmail.com,,f,43.0,Sales,Data Engineer,Pune,,three years,653655,GOOD,N
1512,Meera Singh,meera.singh@yahoo.com,+91-8905287810,Male,30.0,hr,BI Developer,hyderabad,,0,1517703,4,yes
1189,Ananya Iyer,ananya.iyer@company.in,+91-8947363470,FEMALE,53.0,Finance,SENIOR ANALYST,,27-May-2023,12,1681462,Average,No
1298,,employee410@yahoo.com,+91-9997186975,male,34.0,MARKETING,SQL Developer,MUMBAI,,26,1569068,GOOD,FALSE
1184,Suresh Patel,suresh.patel@yahoo.com,+91-8703937817,m,47.0,IT,Manager,bangalore,,19,1481992,Avg,N
1537,  Priya Iyer  ,priya.iyer@outlook.com,+91-6360648843,Male,,Fin,SQL Developer,Bangalore,"January 13, 2022",19,,excellent,N
1462,Sneha Joshi,sneha.joshi@hotmail.com,+91-7878427679,Female,30.0,Finance,SENIOR ANALYST,chennai,2021-08-10,25,470336,3,1
1355,Vikram Patel,vikram.patel@gmail.com,676-3143956,male,23.0,Operations,Manager,Bangalore,2018-11-03,22,,Poor,N
1208,Kiran Sharma,,+91-8246663276,female,32.0,finance,SENIOR ANALYST,,2018/09/23,22,1509576,excellent,No
1114,Meera Sharma,,+91-8441842200,M,24.0,finance,HR Executive,Bombay,09-29-2022,,742097,EXCELLENT,FALSE
1613,Sneha Nair,sneha.nair@gmail.com,,male,38.0,Operations,Senior Analyst,Mumbai,2023/02/26,15,1173645,High Performer,FALSE
1669,Arjun Joshi,arjun.joshi@company.in,+91-8205098571,m,25.0,HR,Senior Analyst,Hyderabad,13-Aug-2019,11,363514,excellent,FALSE
1368,Arjun Sharma,,837-5251016,f,25.0,hr,Senior Analyst,Chennai,29/04/2023,30,1615258,Avg,Y
1401,Priya Sharma,priya.sharma@gmail.com,+91-6351197575,female,23.0,Human Resources,Senior Analyst,Bombay,12-Dec-2020,16,1646177,5,No
1640,Arjun Patel,arjun.patel@yahoo.com,+91-6069873508,Unknown,,sales,,Bombay,07-08-2022,3,1312808,Excellent,
1252,Sneha Rao,,917988049941,Female,50.0,Human Resources,Data Analyst,MUMBAI,20/12/2021,1,1736529,Poor,yes
1365,ANANYA REDDY,ananya.reddy@company.in,XXXXXXXXXX,Unknown,57.0,MARKETING,SQL Developer,Bangalore,02-18-2022,29,1251150,N/A,FALSE
1331,Arjun Nair,arjun.nair@yahoo.com,+91-7138485826,Other,31.0,Information Technology,data analyst,MUMBAI,25/01/2019,two,-5000,average,Y
1244,Rahul Mishra,rahul.mishra@outlook.com,+91-9943260674,Female,22.0,IT,HR Executive,bangalore,16-Sep-2018,28,1171621,N/A,TRUE
1750,,employee426@gmail.com,+91-6803982387,female,28.0,Human Resources,Finance Analyst,hyderabad,05-27-2021,6,727867,Poor,0
1223,Arjun Nair,invalid-email,+91-6335954600,male,39.0,hr,Senior Analyst,Bengaluru,2022-12-05,15,601295,,yes
1553,Arjun Joshi,,+91-8594387328,F,30.0,HR,,chennai,"July 07, 2021",16,969655,GOOD,No
1442,Pooja Rao,pooja.rao@hotmail.com,+91-8892268633,Other,28.0,Marketing,Sql Developer,Bombay,02/07/2021,10,1024294,High Performer,No
1536,Meera Reddy,meera.reddy@yahoo.com,916076945301,female,29.0,IT,SQL Developer,Bombay,2018-05-01,27,574236,average,1
1584,Divya Kumar,N/A,+91-8049214240,male,28.0,Operations,Data Analyst,Mumbai,2022-02-21,three years,1379991,Poor,
1369,Ananya Mishra,ananya.mishra@yahoo.com,+91-7739855136,MALE,34.0,Sales,Data Analyst,Hyderabad,19/12/2022,1,969234,Not Rated,
1514,Rahul Sharma,rahul.sharma@outlook.com,+91-9196515792,,55.0,Fin,Finance Analyst,MUMBAI,30-Nov-2020,22,556947,High Performer,1
1044,Swati Mishra,swati.mishra@company.in,+91-8090457198,f,44.0,MARKETING,SQL Developer,Mumbai,"April 30, 2020",3,819923,excellent,yes
1098,Vikram Joshi,vikram.joshi@gmail.com,+91-9492377404,M,40.0,OPERATIONS,Data Analyst,MUMBAI,09-29-2020,,406126,Average,Y
1265,Rahul Kumar,rahul.kumar@company.in,+91-7549318330,f,57.0,Fin,SQL Developer,Chennai,,21,1105620,5,No
1654,Suresh Nair,suresh.nair@outlook.com,+91-8964787371,MALE,35.0,finance,Data Engineer,,2019-12-08,27,1176892,Avg,0
1585,Kiran Mehta,kiran.mehta@hotmail.com,+91-9455905653,m,52.0,Operations,Manager,Mumbai,12-26-2020,N/A,634914,Good,0
1752,Aakash Singh,aakash.singh@outlook.com,+91-6537255294,,22.0,sales,Sql Developer,Chennai,,3,1511497,3,TRUE
1767,,employee440@yahoo.com,916480660531,M,,finance,Sql Developer,Hyderabad,07/04/2020,21,698110,Avg,yes
1588,Sneha Mehta,sneha.mehta@hotmail.com,+91-8785815533,female,29.0,Human Resources,,MUMBAI,,0,1344938,Poor,TRUE
1144,Swati Gupta,swati.gupta@outlook.com,+91-7038438114,MALE,53.0,sales,Manager,chennai,12-29-2018,9,1278982,High Performer,Y
1504,Swati Nair,swati.nair@hotmail.com,+91-8688903570,M,27.0,Information Technology,Sql Developer,MUMBAI,2023/01/17,6,947056,2,yes
1133,Aakash Kumar,aakash.kumar@company.in,+91-8313194377,F,26.0,Finance,SENIOR ANALYST,Bangalore,,6,488846,good,yes
1441,Rahul Verma,,+91-7292432406,Unknown,28.0,Finance,Senior Analyst,Chennai,"October 20, 2019",17,1359993,,yes
1714,Swati Gupta,swati.gupta@company.in,+91-6636366607,female,36.0,IT,Data Analyst,MUMBAI,2022/03/10,14,804844,average,0
1109,Ananya Rao,ananya.rao@hotmail.com,+91-6093702563,m,40.0,IT,SQL Developer,MUMBAI,"February 25, 2021",8,1040074,GOOD,FALSE
1656,Ananya Reddy,ananya.reddy@company.in,XXXXXXXXXX,Male,25.0,IT,Data Engineer,Bangalore,09-17-2020,8,,N/A,N
1094,,employee449@gmail.com,+91-9692797617,,33.0,sales,Manager,Delhi,02-16-2020,30,1553087,Poor,1
1800,Aakash Patel,aakash.patel@yahoo.com,+91-7042086420,,40.0,OPERATIONS,Senior Analyst,MUMBAI,2022-11-02,16,1672082,Average,0
1652,Divya Verma,divya.verma@company.in,+91-8445685199,M,42.0,OPERATIONS,Data Analyst,MUMBAI,10-29-2019,17,899257,4,No
1540,Ravi Gupta,ravi.gupta@outlook.com,+91-7682482133,M,29.0,HR,SENIOR ANALYST,Bangalore,20/06/2021,10,525437,GOOD,FALSE
1015,Ananya Verma,ananya.verma@gmail.com,,Other,24.0,finance,Senior Analyst,Pune,,30,854639,,Yes
1173,Divya Gupta,divya.guptagmail.com,NA,male,,finance,Data Analyst,Pune,23-Feb-2020,9,1145685,2,Y
1741,Divya Rao,divya.rao@company.in,+91-8380719795,Female,32.0,Sales,SENIOR ANALYST,Delhi,03/02/2022,5,1140080,2,N
1343,Ananya Sharma,ananya.sharma@gmail.com,+91-6158987731,Male,50.0,Human Resources,Data Analyst,MUMBAI,2020-03-14,5 yrs,0,Good,Y
1778,vikram rao,vikram.rao@hotmail.com,+91-8087787720,Female,39.0,sales,BI Developer,Mumbai,01-30-2021,1,905241,Poor,yes
1073,Swati Mehta,swati.mehta@hotmail.com,+91-9112194214,FEMALE,27.0,hr,SQL Developer,Mumbai,,15,50,Avg,No
1238,Pooja Joshi,pooja.joshi@hotmail.com,+91-8914856499,F,43.0,HR,HR Executive,Hyderabad,21/05/2023,1,886616,Avg,1
1170,Sneha Reddy,sneha.reddy@gmail.com,+91-9726460499,Unknown,47.0,sales,Finance Analyst,hyderabad,,1,1607032,Avg,N
1644,Sneha Joshi,sneha.joshi@outlook.com,+91-9067853612,Male,51.0,it,Senior Analyst,bangalore,26/12/2018,N/A,549164,N/A,
1673,Rahul Singh,rahul.singh@outlook.com,,f,46.0,Information Technology,Data Engineer,Chennai,25-Jul-2020,19,502755,5,Y
1452,Pooja Patel,pooja.patel@gmail.com,+91-7356566068,Other,52.0,sales,SENIOR ANALYST,Mumbai,,20,1011113,2,N
1143,Meera Singh,meera.singh@hotmail.com,+91-7150402112,MALE,32.0,Sales,Data Engineer,,01-Jun-2022,22,1066732,Avg,FALSE
1045,Sneha Singh,sneha.singh@gmail.com,+91-7791591720,Female,25.0,MARKETING,SENIOR ANALYST,,03-12-2023,11,717454,4,Yes
1415,Neha Sharma,neha.sharma@yahoo.com,+91-6502256641,,32.0,it,data analyst,Chennai,2023-05-14,26,1141769,Average,N
1126,Vikram Pillai,vikram.pillai@company.in,+91-8775321174,Other,52.0,Finance,Senior Analyst,Bombay,10-30-2019,24,395008,Excellent,TRUE
1633,Rahul Sharma,rahul.sharma@outlook.com,+91-8995801715,Unknown,50.0,hr,SENIOR ANALYST,Bengaluru,12-20-2018,17,,Poor,1
1690,Meera Rao,meera.rao@yahoo.com,+91-6692921852,FEMALE,46.0,finance,Data Engineer,Bangalore,26-Mar-2021,N/A,1293513,,yes
1169,Arjun Kumar,arjun.kumar@company.in,+91-6825498296,Male,23.0,HR,SQL Developer,MUMBAI,2022-02-26,2,612351,GOOD,Yes
1688,Swati Gupta,swati.gupta@gmail.com,+91-7881671087,Unknown,30.0,Marketing,Senior Analyst,Mumbai,12-11-2022,29,1381093,,0
1375,Ananya Iyer,ananya.iyer@company.in,+91-6943614372,,53.0,hr,Finance Analyst,chennai,11/05/2023,3,1585697,GOOD,yes
1798,Sneha Nair,sneha.nair@company.in,+91-8941941302,Female,48.0,it,SENIOR ANALYST,bangalore,2022-02-09,21,1124085,2,yes
1532,Meera Pillai,meera.pillai@gmail.com,+91-8586000355,F,26.0,sales,Data Engineer,Bangalore,2022/06/26,24,927539,Avg,N
1239,,employee475@gmail.com,+91-9071757007,f,42.0,hr,SQL Developer,hyderabad,08/09/2021,7,1363916,Poor,FALSE
1248,Sneha Singh,sneha.singh@company.in,+91-6563321747,Other,,Finance,Sql Developer,Bombay,"August 04, 2021",4,1416397,,Yes
1397,Priya Gupta,priya.gupta@gmail.com,+91-9105239895,F,55.0,Finance,,Bengaluru,04-29-2019,19,1480537,Not Rated,0
1276,Ravi Mehta,,+91-7790404672,Unknown,58.0,Finance,data analyst,MUMBAI,04-30-2019,11,334890,3,Yes
1471,Suresh Kumar,suresh.kumar@yahoo.com,+91-8890973792,,36.0,Marketing,Senior Analyst,Bangalore,2019/10/28,22,1713074,N/A,Yes
1389,Aakash Iyer,aakash.iyer@hotmail.com,+91-7547285885,f,43.0,Information Technology,Finance Analyst,Bombay,09-Dec-2021,10,84596 INR,3,No
1472,Sneha Pillai,sneha.pillai@hotmail.com,+91-9434921803,,28.0,MARKETING,SENIOR ANALYST,,05-Jun-2022,28,1742932,Good,
1564,Suresh Gupta,suresh.gupta@gmail.com,+91-6695895299,Female,37.0,Sales,BI Developer,Delhi,"October 18, 2019",15,1551810,Poor,TRUE
1334,Kiran Patel,kiran.patel@company.in,+91-7213144505,f,46.0,finance,,bangalore,2019-07-01,,1674873,Poor,no
1758,Vikram Rao,vikram.rao@outlook.com,+91-6370191370,M,57.0,hr,Data Engineer,Mumbai,,11,1513148,Poor,N
1376,Ravi Mehta,ravi.mehta@hotmail.com,+91-6554465497,Unknown,25.0,it,Data Analyst,Bengaluru,,27,407699,Poor,TRUE
1091,Kiran Patel,kiran.patel@hotmail.com,+91-6671363930,F,,Information Technology,HR Executive,Pune,,24,657589,GOOD,Y
1725,Divya Nair,divya.nair@yahoo.com,+91-6433378202,FEMALE,54.0,Operations,Manager,Delhi,03-25-2019,18,1599680,4,Yes
1079,kiran kumar,kiran.kumar@yahoo.com,+91-8120533071,F,53.0,Information Technology,Sql Developer,Hyderabad,2022-07-14,3,1097316,2,FALSE
1070,Kiran Singh,kiran.singh@outlook.com,+91-6899507630,Unknown,26.0,Information Technology,SQL Developer,Hyderabad,17-Aug-2019,22,1727587,3,yes
1236,Ananya Patel,ananya.patel@outlook.com,+91-6077870311,Other,42.0,Information Technology,,,2023-04-14,10,1500766,Good,no
1604,Aakash Singh,aakash.singh@yahoo.com,+91-7120161857,FEMALE,39.0,IT,Finance Analyst,Hyderabad,2021/03/15,2,530467,4,yes
1733,Priya Reddy,priya.reddy@yahoo.com,+91-6681205304,F,150.0,Finance,Finance Analyst,,"June 19, 2019",17,1224924,High Performer,Y
1326,ananya pillai,ananya.pillai@company.in,+91-9691359747,FEMALE,46.0,HR,Manager,Hyderabad,,18,617574,High Performer,FALSE
1186,Suresh Patel,,+91-6137310137,M,37.0,IT,data analyst,,05/06/2021,19,727591,N/A,yes
1492,  Rahul Iyer  ,rahul.iyer@yahoo.com,+91-7450559731,Other,200.0,Finance,Data Engineer,Bengaluru,,5,1582362,Good,1
1222,Swati Mishra,swati.mishra@gmail.com,+91-8652412568,FEMALE,50.0,OPERATIONS,Data Engineer,Bombay,,12,430613,3,yes
1055,Rahul Joshi,rahul.joshi@yahoo.com,+91-8413691946,F,53.0,IT,Sql Developer,Hyderabad,01-06-2018,three years,1387757,2,1
1668,Aakash Mehta,aakash.mehta@gmail.com,+91-7107337642,m,29.0,MARKETING,,,03-15-2021,18,981678,Excellent,0
1793,Suresh Kumar,suresh.kumar@outlook.com,+91-9371058879,Unknown,23.0,Operations,HR Executive,Bombay,20/06/2020,13,1303216,EXCELLENT,N
1763,Priya Kumar,N/A,+91-6200473425,female,48.0,finance,HR Executive,Hyderabad,2018-11-28,10,957986,good,Y
1435,Neha Pillai,neha.pillai@yahoo.com,+91-8392392791,female,,MARKETING,BI Developer,Bangalore,10-Nov-2019,7,1263984,Excellent,Yes
1247,Priya Singh,,+91-6649306170,f,27.0,it,Data Engineer,Delhi,,21,1017911,5,Yes
1175,Rahul Reddy,rahul.reddy@yahoo.com,+91-9752494341,male,41.0,Sales,Sql Developer,Mumbai,,N/A,1717399,Poor,No
1332,meera rao,meera.rao@gmail.com,+91-8875420006,Male,57.0,it,Manager,,12/01/2022,19,1727627,average,FALSE
1260,,employee505@outlook.com,919979854542,Unknown,51.0,Marketing,BI Developer,Bombay,,17,1753983,2,1
1036,AAKASH PILLAI,aakash.pillai@company.in,+91-8618451922,F,45.0,finance,BI Developer,,2021/12/20,N/A,1315399,Excellent,
1190,Aakash Kumar,aakash.kumar@outlook.com,+91-6437519881,MALE,36.0,Finance,Finance Analyst,Bengaluru,11-Oct-2018,30,816988,High Performer,1
1602,Kiran Mehta,kiran.mehta@company.in,+91-6180257367,FEMALE,43.0,Human Resources,SQL Developer,chennai,09-25-2018,19,925998,Avg,yes
1606,Kiran Pillai,kiran.pillai@hotmail.com,+91-6717458387,FEMALE,52.0,MARKETING,,Bangalore,27/02/2018,26,924142,4,yes
1273,arjun verma,arjun.verma@yahoo.com,+91-9740355928,F,45.0,IT,SQL Developer,Bangalore,2018/10/03,26,1778284,4,Y
1356,priya gupta,priya.guptagmail.com,+91-7553225274,Other,29.0,OPERATIONS,Data Analyst,Bombay,2020-03-24,15,1778467,4,FALSE
1648,Meera Gupta,meera.guptagmail.com,+91-7254658686,MALE,36.0,hr,Senior Analyst,Chennai,27-Jan-2021,1,1306220,GOOD,no
1124,RAVI SHARMA,ravi.sharma@outlook.com,+91-9272613422,FEMALE,,Finance,Data Analyst,bangalore,2018-12-21,three years,873482,Avg,No
1702,SNEHA KUMAR,sneha.kumar@yahoo.com,+91-9146286414,FEMALE,40.0,it,SENIOR ANALYST,,2022-12-15,28,1502668,High Performer,yes
1105,Ravi Iyer,ravi.iyer@hotmail.com,+91-6662695110,FEMALE,45.0,HR,Senior Analyst,Bangalore,,25,1096276,Good,TRUE
1249,swati patel,swati.patel@company.in,+91-7437128353,male,24.0,Operations,SQL Developer,bangalore,,,1127394,5,No
1483,,employee517@hotmail.com,+91-6528209967,male,53.0,Operations,Senior Analyst,,,4,607182,High Performer,TRUE
1672,meera reddy,meera.reddy@hotmail.com,+91-7885956471,Unknown,48.0,IT,Finance Analyst,MUMBAI,17-Dec-2019,9,903204,Avg,1
1407,Swati Mishra,swati.mishra@company.in,+91-9303771741,Other,34.0,Marketing,SQL Developer,Bengaluru,2021/11/20,18,465736,good,N
1385,Swati Joshi,swati.joshi@gmail.com,+91-7053624456,MALE,47.0,IT,SQL Developer,Delhi,2021/09/28,6,1227729,EXCELLENT,Yes
1320,Rahul Verma,rahul.verma@yahoo.com,+91-8034368522,MALE,34.0,sales,,Hyderabad,14-Jan-2019,10,1304702,Not Rated,FALSE
1027,rahul patel,N/A,+91-8169056122,Male,28.0,sales,Senior Analyst,,2021-07-29,25,1429479,Not Rated,No
1786,SNEHA NAIR,sneha.nair@yahoo.com,+91-7142528438,male,24.0,hr,Data Engineer,Bengaluru,2023-03-08,9,1478637,5,Yes
1319,  Arjun Kumar  ,arjun.kumar@gmail.com,+91-9242035497,Other,29.0,HR,Manager,Bombay,2022-06-24,29,587882,3,N
1168,Swati Kumar,swati.kumar@gmail.com,+91-8703425939,F,50.0,Sales,,chennai,2019-02-18,29,106917 INR,4,1
1304,Suresh Singh,suresh.singh@company.in,+91-6651165188,MALE,54.0,HR,Manager,Hyderabad,"July 24, 2019",2,406462,good,
1172,Pooja Nair,pooja.nair@company.in,+91-8274830614,,53.0,it,SENIOR ANALYST,Bombay,2019-04-29,19,1413674,,Yes
1378,Meera Iyer,meera.iyer@hotmail.com,+91-6980034265,male,,Human Resources,BI Developer,Mumbai,14/08/2021,12,788293,Average,No
1263,meera mishra,meera.mishra@yahoo.com,NA,MALE,57.0,HR,,Delhi,2022/07/27,27,50,5,No
1690,Ravi Reddy,ravi.reddy@company.in,+91-7553809069,F,52.0,Finance,Finance Analyst,Delhi,,11,1290702,4,0
1224,Rahul Reddy,rahul.reddy@company.in,+91-7900861022,Male,33.0,it,HR Executive,hyderabad,2018/05/17,30,48018 INR,Not Rated,N
1118,Meera Nair,meera.nair@hotmail.com,+91-6042729398,MALE,33.0,MARKETING,HR Executive,Bengaluru,09-07-2022,,,GOOD,Yes
1685,Neha Joshi,neha.joshi@gmail.com,+91-8221995720,Other,30.0,Marketing,Senior Analyst,Bangalore,08-May-2023,26,631226,5,0
1130,Neha Sharma,neha.sharma@yahoo.com,+91-6364119662,,42.0,OPERATIONS,Sql Developer,,21/11/2022,3,1297614,average,yes
1693,Ananya Mehta,ananya.mehta@outlook.com,+91-7725077330,male,46.0,it,Sql Developer,MUMBAI,02-16-2018,27,718289,Poor,FALSE
1607,Arjun Singh,arjun.singh@company.in,+91-6705769131,male,37.0,HR,Sql Developer,Bengaluru,08-09-2021,,902396,Average,No
1706,Aakash Mehta,aakash.mehta@company.in,+91-7689065733,f,43.0,Marketing,data analyst,Pune,2022/05/15,18,1654546,3,
1781,Kiran Pillai,kiran.pillai@outlook.com,+91-8835435059,male,50.0,Information Technology,,,2021-09-21,10,-5000,5,No
1666,  Suresh Iyer  ,suresh.iyer@hotmail.com,+91-6648334319,female,30.0,Human Resources,SENIOR ANALYST,Pune,"July 09, 2018",12,787001,,N
1032,Sneha Singh,sneha.singh@outlook.com,+91-6248291317,Female,54.0,IT,Data Engineer,Pune,,17,378220,good,yes
1042,  Ananya Singh  ,ananya.singh@outlook.com,+91-9063898748,Male,57.0,Sales,,Mumbai,22-Jul-2019,5,667137,3,TRUE
1502,Arjun Nair,arjun.nair@outlook.com,+91-9761589621,MALE,57.0,Information Technology,BI Developer,Bangalore,27-Apr-2018,6,668655,EXCELLENT,No
1230,Kiran Joshi,kiran.joshi@yahoo.com,+91-7270126729,FEMALE,34.0,Operations,Finance Analyst,MUMBAI,2023-02-11,26,376210,Avg,Yes
1779,Suresh Mehta,suresh.mehta@yahoo.com,+91-9804408356,male,40.0,Fin,Sql Developer,Mumbai,2021-03-26,26,1132557,,N
1054,Ananya Mehta,ananya.mehta@yahoo.com,+91-8377738671,M,30.0,finance,Data Analyst,chennai,20/08/2020,9,690723,4,no
1020,Swati Patel,swati.patel@gmail.com,+91-9099038128,F,33.0,Human Resources,Manager,Bengaluru,,21,907056,5,FALSE
1783,Pooja Verma,pooja.verma@outlook.com,+91-9905116793,female,42.0,Operations,SQL Developer,chennai,10/07/2018,0,319434,High Performer,Yes
1016,Kiran Gupta,kiran.gupta@gmail.com,+91-9551953232,Male,44.0,Operations,HR Executive,MUMBAI,2018-10-25,two,1564127,4,0
1259,Vikram Iyer,vikram.iyer@outlook.com,+91-8266848252,FEMALE,58.0,MARKETING,BI Developer,bangalore,04-10-2018,28,73914 INR,good,yes
1432,  Aakash Iyer  ,aakash.iyer@.com,+91-6630766676,MALE,48.0,finance,Manager,Pune,02-07-2022,13,1644929,good,no
1285,Neha Joshi,neha.joshi@hotmail.com,+91-7916367361,male,56.0,finance,Senior Analyst,bangalore,25-Aug-2018,4,1335809,5,Yes
1450,Vikram Joshi,vikram.joshi@hotmail.com,+91-9812126034,M,49.0,finance,Data Analyst,MUMBAI,19/11/2018,N/A,581437,Excellent,Yes
1346,  Arjun Sharma  ,arjun.sharma@outlook.com,+91-9385901308,m,55.0,Operations,Data Analyst,,,28,1281510,Poor,FALSE
1716,Ravi Sharma,ravi.sharma@company.in,+91-7898993224,M,46.0,Finance,Data Engineer,Bangalore,,19,536237,EXCELLENT,No
1078,Kiran Singh,,+91-9812534646,female,25.0,IT,HR Executive,Mumbai,03-22-2022,19,1262413,average,TRUE
1217,Priya Nair,priya.nair@outlook.com,+91-8786390122,female,32.0,hr,SQL Developer,Mumbai,20/04/2018,16,690487,N/A,0
1336,Ravi Pillai,ravi.pillai@gmail.com,+91-6847378806,FEMALE,38.0,it,Finance Analyst,,25/05/2021,26,,Not Rated,N
1707,Ananya Reddy,ananya.reddy@gmail.com,+91-6361983810,f,25.0,MARKETING,Finance Analyst,Pune,26/08/2018,11,918710,average,
1267,Ravi Pillai,ravi.pillai@company.in,,Unknown,40.0,MARKETING,Sql Developer,MUMBAI,2020-02-23,13,705088,Not Rated,Yes
1647,Swati Iyer,swati.iyer@company.in,+91-9087568404,FEMALE,56.0,it,HR Executive,chennai,08-03-2018,18,1639505,Not Rated,Yes
1187,Ravi Patel,ravi.patel@company.in,+91-6541190125,MALE,,Fin,,,02-14-2023,23,1196958,good,FALSE
1473,  Ananya Kumar  ,ananya.kumar@hotmail.com,+91-8322676339,MALE,28.0,Human Resources,Manager,Hyderabad,27/03/2018,16,481902,3,Y
1139,Aakash Singh,aakash.singh@gmail.com,+91-6398657020,male,57.0,Finance,Finance Analyst,Delhi,2021-06-18,29,500037,Average,
1439,Priya Joshi,priya.joshi@hotmail.com,+91-7341113919,FEMALE,57.0,IT,SQL Developer,hyderabad,07-03-2020,11,594884,EXCELLENT,No
1086,Arjun Sharma,arjun.sharma@yahoo.com,+91-9251489188,,54.0,MARKETING,Manager,bangalore,2022/01/20,,820192,Average,1
1569,Meera Rao,meera.rao@yahoo.com,+91-6100595644,Male,40.0,IT,,Hyderabad,,,,Average,0
1404,  Ravi Rao  ,ravi.rao@yahoo.com,,F,25.0,Fin,,MUMBAI,25-Mar-2023,11,1236872,3,Y
1028,Priya Singh,priya.singh@gmail,+91-7111065867,Female,46.0,it,HR Executive,hyderabad,10-Feb-2019,15,991274,Avg,1
1547,Rahul Patel,,+91-9324982369,Female,42.0,IT,Sql Developer,bangalore,"March 17, 2018",2,1501410,excellent,N
1711,  Suresh Pillai  ,suresh.pillai@gmail.com,+91-7815679727,F,25.0,Fin,Manager,Hyderabad,17-Mar-2021,23,,5,Y
1479,Ananya Mehta,ananya.mehta@hotmail.com,+91-6474344355,Unknown,,Human Resources,SENIOR ANALYST,Hyderabad,2020-06-02,27,1752841,Not Rated,no
1170,Aakash Singh,aakash.singh@yahoo.com,+91-9614573360,FEMALE,50.0,Finance,,chennai,22-Nov-2019,24,1700448,4,
1415,Aakash Reddy,aakash.reddy@gmail.com,+91-8692899551,f,45.0,finance,SQL Developer,Hyderabad,2021-01-03,16,70213 INR,3,yes
1345,Aakash Nair,aakash.nair@outlook.com,+91-6531772868,M,56.0,it,Data Analyst,Hyderabad,09-14-2021,two,1738800,excellent,0
1756,Meera Joshi,meera.joshi@yahoo.com,,male,34.0,Finance,SQL Developer,Bengaluru,"July 21, 2020",20,1775466,3,1
1030,,employee576@hotmail.com,+91-7927310260,female,34.0,OPERATIONS,Data Engineer,Pune,10/05/2022,30,1747643,Poor,FALSE
